0	0.06465	0.064	1.06357	25
0.4	0.0786	0.0787172	1.16983	31
0.8	0.0979	0.0962818	1.45628	21
1.2	0.11785	0.11719	1.41939	23
1.6	0.1437	0.142024	1.56101	25
2	0.17265	0.171468	1.73373	21
2.4	0.20105	0.20633	1.87551	19
2.8	0.24565	0.247563	2.14537	27
3.2	0.2964	0.296296	2.4194	0
3.6	0.35355	0.353869	2.80817	0
4	0.41975	0.421875	3.20304	0
