0	0.00925	0.008	0.918056	25
0.4	0.0117	0.0113133	0.98507	21
0.8	0.0152	0.015625	1.04258	23
1.2	0.0214	0.021161	1.09211	29
1.6	0.02955	0.028191	1.19294	23
2	0.03705	0.037037	1.31807	21
2.4	0.04675	0.0480841	1.38363	25
2.8	0.06385	0.0617933	1.61189	27
3.2	0.0807	0.0787172	1.81027	0
3.6	0.1008	0.0995197	1.97032	0
4	0.1305	0.125	2.1364	0
