0	0.0013	0.001	0.859516	19
0.4	0.00225	0.00183597	0.893518	21
0.8	0.003	0.00310149	0.942776	19
1.2	0.0047	0.00493147	0.964867	19
1.6	0.0093	0.00748952	1.06383	17
2	0.0112	0.0109739	1.16997	25
2.4	0.0161	0.015625	1.20769	23
2.8	0.02235	0.0217339	1.36789	29
3.2	0.02975	0.0296539	1.49927	0
3.6	0.03985	0.0398137	1.62838	0
4	0.0559	0.0527344	1.84991	0
